codi_eoi,magnitud,any,hora,valor_mitja
08019042,12,2024,23,28.49
08019042,7,2024,1,3.41
08019042,7,2024,12,4.9
08019042,7,2024,16,2.04
08019042,7,2024,17,1.98
08019042,7,2024,23,3.89
08019042,8,2024,8,23.78
08019042,8,2024,9,29.15
08019042,8,2024,14,15.26
08019042,8,2024,20,21.55
08019043,14,2024,3,45.5
08019043,14,2024,11,44.27
08019043,14,2024,19,57.56
08019043,1,2024,4,1.66
08019043,1,2024,7,1.67
08019043,1,2024,13,2.1
08019043,1,2024,21,1.86
08019043,6,2024,1,0.34
08019043,6,2024,12,0.31
08019043,6,2024,16,0.31
08019043,6,2024,17,0.32
08019043,6,2024,23,0.38
08019043,7,2024,4,6.13
08019043,7,2024,7,11.67
08019043,7,2024,13,15.69
08019043,7,2024,21,13.38
08019043,9,2024,5,9.78
08019043,9,2024,24,12.23
08019044,12,2024,8,52.97
08019044,12,2024,9,74.14
08019044,12,2024,14,45.28
08019044,12,2024,20,42.05
08019044,1,2024,2,1.7
08019044,1,2024,22,1.69
08019050,14,2024,2,39.27
08019050,14,2024,22,50.76
08019050,7,2024,3,3.76
08019050,7,2024,11,13.9
08019050,7,2024,19,3.55
08019054,10,2024,8,17.75
08019054,10,2024,9,19.13
08019054,10,2024,14,21.59
08019054,10,2024,20,22.55
08019054,14,2024,6,47.62
08019054,14,2024,10,51.93
08019054,14,2024,15,79.61
08019054,14,2024,18,75.58
08019054,6,2024,4,0.21
08019054,6,2024,7,0.24
08019054,6,2024,13,0.21
08019054,6,2024,21,0.26
08019054,8,2024,1,23.14
08019054,8,2024,12,15.75
08019054,8,2024,16,12.26
08019054,8,2024,17,13.27
08019054,8,2024,23,26.55
08019054,9,2024,2,8.38
08019054,9,2024,22,10.62
08019057,12,2024,3,11.63
08019057,12,2024,11,28.13
08019057,12,2024,19,22.08
08019057,1,2024,1,1.92
08019057,1,2024,12,2.26
08019057,1,2024,16,2.24
08019057,1,2024,17,2.21
08019057,1,2024,23,1.92
08019057,6,2024,5,0.26
08019057,6,2024,24,0.3
08019057,7,2024,1,1.82
08019057,7,2024,12,4.24
08019057,7,2024,16,2.24
08019057,7,2024,17,1.94
08019057,7,2024,23,2.35
08019057,8,2024,1,15.46
08019057,8,2024,12,15.58
08019057,8,2024,16,11.45
08019057,8,2024,17,11.97
08019057,8,2024,23,19.16
08019057,9,2024,3,7.86
08019057,9,2024,11,10.15
08019057,9,2024,19,8.8
08019058,10,2024,3,11.81
08019058,10,2024,11,16.75
08019058,10,2024,19,17.02
08019058,12,2024,6,4.58
08019058,12,2024,10,10.33
08019058,12,2024,15,12.46
08019058,12,2024,18,10.67
08019058,14,2024,5,75.7
08019058,14,2024,24,76.62
08019058,7,2024,6,1.02
08019058,7,2024,10,1.8
08019058,7,2024,15,2.1
08019058,7,2024,18,1.28
08019058,8,2024,3,5.31
08019058,8,2024,11,10.07
08019058,8,2024,19,9.32
08019044,10,2024,8,21.32
08019044,10,2024,9,28.95
08019044,10,2024,14,28.98
08019044,10,2024,20,28.64
08019054,12,2023,5,15.01
08019054,12,2023,24,30.02
08019004,8,2023,6,20.37
08019004,8,2023,10,30.65
08019004,8,2023,15,20.75
08019004,8,2023,18,27.4
08019043,6,2023,3,0.29
08019043,6,2023,11,0.38
08019043,6,2023,19,0.51
08019043,7,2023,5,6.0
08019043,7,2023,24,19.31
08019042,12,2023,5,18.21
08019042,12,2023,24,38.67
08019057,9,2023,8,7.21
08019057,9,2023,9,7.53
08019057,9,2023,14,7.18
08019057,9,2023,20,11.84
08019044,7,2023,2,2.96
08019044,7,2023,22,10.23
08019044,12,2023,8,38.03
08019044,12,2023,9,52.83
08019044,12,2023,14,37.97
08019044,12,2023,20,48.36
08019043,14,2023,4,33.95
08019043,14,2023,7,29.18
08019043,14,2023,13,40.73
08019043,14,2023,21,28.34
08019057,7,2023,8,5.2
08019057,7,2023,9,11.7
08019057,7,2023,14,4.01
08019057,7,2023,20,6.54
08019044,1,2023,4,1.95
08019044,1,2023,7,1.97
08019044,1,2023,13,4.0
08019044,1,2023,21,2.19
08019057,1,2023,4,2.21
08019057,1,2023,7,2.17
08019057,1,2023,13,2.59
08019057,1,2023,21,2.36
08019050,7,2023,4,3.4
08019050,7,2023,7,4.2
08019050,7,2023,13,10.13
08019050,7,2023,21,6.71
08019054,1,2023,2,1.06
08019054,1,2023,22,1.2
08019054,8,2023,1,21.01
08019054,8,2023,12,16.05
08019054,8,2023,16,14.79
08019054,8,2023,17,17.0
08019054,8,2023,23,27.5
08019004,7,2023,1,7.9
08019004,7,2023,12,14.19
08019004,7,2023,16,4.93
08019004,7,2023,17,4.76
08019004,7,2023,23,10.33
08019042,8,2023,3,18.52
08019042,8,2023,11,23.78
08019042,8,2023,19,24.33
08019043,9,2023,8,9.78
08019043,9,2023,9,11.43
08019043,9,2023,14,10.33
08019043,9,2023,20,11.43
08019043,8,2023,6,24.74
08019043,8,2023,10,44.35
08019043,8,2023,15,32.26
08019043,8,2023,18,41.75
08019057,14,2023,4,47.62
08019057,14,2023,7,45.43
08019057,14,2023,13,56.96
08019057,14,2023,21,43.01
08019058,12,2023,1,6.84
08019058,12,2023,12,14.06
08019058,12,2023,16,14.88
08019058,12,2023,17,13.73
08019058,12,2023,23,7.16
08019054,14,2023,2,49.61
08019054,14,2023,22,44.18
08019043,10,2023,1,22.08
08019043,10,2023,12,36.66
08019043,10,2023,16,30.15
08019043,10,2023,17,32.25
08019043,10,2023,23,28.35
08019058,10,2023,1,12.17
08019058,10,2023,12,17.84
08019058,10,2023,16,18.82
08019058,10,2023,17,18.76
08019058,10,2023,23,13.47
08019058,8,2023,6,4.31
08019058,8,2023,10,6.57
08019058,8,2023,15,10.69
08019058,8,2023,18,11.56
08019054,6,2023,1,0.25
08019054,6,2023,12,0.23
08019054,6,2023,16,0.22
08019054,6,2023,17,0.22
08019054,6,2023,23,0.28
08019043,1,2023,8,1.95
08019043,1,2023,9,2.04
08019043,1,2023,14,2.09
08019043,1,2023,20,1.79
08019050,12,2023,8,48.83
08019050,12,2023,9,69.56
08019050,12,2023,14,37.41
08019050,12,2023,20,43.65
08019057,10,2023,3,9.4
08019057,10,2023,11,14.83
08019057,10,2023,19,21.14
08019050,14,2023,5,29.24
08019050,14,2023,24,27.08
08019004,10,2023,6,12.99
08019004,10,2023,10,28.6
08019004,10,2023,15,26.27
08019004,10,2023,18,38.91
08019004,12,2023,5,23.62
08019004,12,2023,24,46.66
08019044,10,2023,4,14.37
08019044,10,2023,7,15.15
08019044,10,2023,13,27.38
08019044,10,2023,21,27.12
08019044,8,2023,1,26.63
08019044,8,2023,12,26.31
08019044,8,2023,16,22.19
08019044,8,2023,17,24.07
08019044,8,2023,23,32.88
08019050,8,2023,2,28.95
08019050,8,2023,22,36.88
08019054,10,2023,3,13.13
08019054,10,2023,11,20.03
08019054,10,2023,19,25.91
08019057,8,2023,8,18.25
08019057,8,2023,9,24.01
08019057,8,2023,14,13.23
08019057,8,2023,20,26.61
08019054,7,2023,5,1.7
08019054,7,2023,24,3.77
08019044,6,2023,6,0.24
08019044,6,2023,10,0.36
08019044,6,2023,15,0.34
08019044,6,2023,18,0.33
08019057,6,2023,1,0.31
08019057,6,2023,12,0.34
08019057,6,2023,16,0.28
08019057,6,2023,17,0.27
08019057,6,2023,23,0.35
08019060,12,2025,5,27.22
08019060,12,2025,24,60.56
08019060,9,2025,1,14.84
08019060,9,2025,12,12.27
08019060,9,2025,16,11.21
08019060,9,2025,17,10.36
08019060,9,2025,23,15.85
08019060,7,2025,8,17.09
08019060,7,2025,9,27.56
08019060,7,2025,14,10.16
08019060,7,2025,20,22.41
08019054,10,2026,6,14.15
08019054,10,2026,10,19.73
08019054,10,2026,15,17.65
08019054,10,2026,18,17.13
08019044,14,2026,3,55.79
08019044,14,2026,11,57.17
08019044,14,2026,19,71.73
08019043,10,2026,8,22.38
08019043,10,2026,9,26.02
08019043,10,2026,14,24.46
08019043,10,2026,20,21.51
08019042,8,2026,8,26.15
08019042,8,2026,9,32.25
08019042,8,2026,14,16.48
08019042,8,2026,20,18.4
08019004,8,2026,2,22.19
08019004,8,2026,22,23.84
08019060,9,2026,6,11.66
08019060,9,2026,10,15.38
08019060,9,2026,15,10.23
08019060,9,2026,18,9.53
08019060,1,2026,4,2.28
08019060,1,2026,7,2.43
08019060,1,2026,13,2.59
08019060,1,2026,21,2.43
08019058,8,2026,6,3.97
08019058,8,2026,10,11.47
08019058,8,2026,15,9.73
08019058,8,2026,18,8.67
08019058,10,2026,1,30.86
08019058,10,2026,12,29.32
08019058,10,2026,16,22.99
08019058,10,2026,17,22.87
08019058,10,2026,23,23.47
08019057,10,2026,5,12.24
08019057,10,2026,24,14.1
08019054,6,2026,5,0.22
08019054,6,2026,24,0.26
08019050,8,2026,8,28.81
08019050,8,2026,9,34.17
08019050,8,2026,14,20.62
08019050,8,2026,20,22.84
08019044,8,2026,6,22.45
08019044,8,2026,10,36.46
08019044,8,2026,15,21.94
08019044,8,2026,18,27.33
08019043,8,2026,1,24.84
08019043,8,2026,12,32.35
08019043,8,2026,16,22.37
08019043,8,2026,17,23.0
08019043,8,2026,23,27.42
08019004,7,2026,1,1.92
08019004,7,2026,12,5.81
08019004,7,2026,16,2.27
08019004,7,2026,17,2.2
08019004,7,2026,23,2.14
08019054,12,2026,5,17.79
08019054,12,2026,24,28.93
08019054,14,2026,1,58.65
08019054,14,2026,12,80.57
08019054,14,2026,16,92.23
08019054,14,2026,17,90.58
08019054,14,2026,23,61.99
08019054,7,2026,4,1.78
08019054,7,2026,7,4.09
08019054,7,2026,13,2.8
08019054,7,2026,21,2.48
08019054,8,2026,6,20.73
08019054,8,2026,10,21.61
08019054,8,2026,15,13.19
08019054,8,2026,18,14.21
08019057,12,2026,8,38.25
08019057,12,2026,9,44.99
08019057,12,2026,14,16.93
08019057,12,2026,20,18.74
08019057,14,2026,5,53.45
08019057,14,2026,24,59.36
08019057,8,2026,2,14.05
08019057,8,2026,22,18.94
08019058,12,2026,3,6.04
08019058,12,2026,11,18.12
08019058,12,2026,19,10.93
08019058,14,2026,4,81.77
08019058,14,2026,7,80.66
08019058,14,2026,13,82.75
08019058,14,2026,21,79.37
08019060,6,2026,6,0.22
08019060,6,2026,10,0.31
08019060,6,2026,15,0.26
08019060,6,2026,18,0.28
08019060,7,2026,1,4.55
08019060,7,2026,12,11.44
08019060,7,2026,16,6.92
08019060,7,2026,17,6.98
08019060,7,2026,23,6.55
08019050,7,2026,2,2.33
08019050,7,2026,22,1.76
08019044,7,2026,3,3.38
08019044,7,2026,11,12.06
08019044,7,2026,19,5.53
08019044,1,2026,2,2.21
08019044,1,2026,22,2.17
08019043,14,2026,3,53.64
08019043,14,2026,11,58.75
08019043,14,2026,19,72.87
08019043,9,2026,2,10.9
08019043,9,2026,22,10.77
08019044,12,2026,6,28.87
08019044,12,2026,10,59.2
08019044,12,2026,15,31.67
08019044,12,2026,18,38.01
08019004,10,2026,4,15.23
08019004,10,2026,7,21.74
08019004,10,2026,13,26.63
08019004,10,2026,21,23.6
08019004,12,2026,4,20.08
08019004,12,2026,7,27.07
08019004,12,2026,13,25.25
08019004,12,2026,21,24.53
08019042,12,2026,4,16.24
08019042,12,2026,7,20.75
08019042,12,2026,13,24.66
08019042,12,2026,21,18.72
08019042,7,2026,8,3.78
08019042,7,2026,9,7.83
08019042,7,2026,14,2.53
08019042,7,2026,20,1.29
08019043,6,2026,1,0.23
08019043,6,2026,12,0.25
08019043,6,2026,16,0.23
08019043,6,2026,17,0.23
08019043,6,2026,23,0.25
08019054,9,2026,3,9.03
08019054,9,2026,11,9.77
08019054,9,2026,19,7.55
08019057,1,2026,6,1.41
08019057,1,2026,10,1.76
08019057,1,2026,15,1.74
08019057,1,2026,18,1.62
08019057,9,2026,6,7.79
08019057,9,2026,10,10.21
08019057,9,2026,15,7.7
08019057,9,2026,18,7.21
08019058,7,2026,2,1.07
08019058,7,2026,22,1.21
08019060,14,2026,2,42.71
08019060,14,2026,22,54.5
08019043,7,2026,8,13.5
08019043,7,2026,9,19.0
08019043,7,2026,14,8.19
08019043,7,2026,20,4.45
08019050,12,2026,2,22.22
08019050,12,2026,22,24.12
08019060,12,2026,4,23.87
08019060,12,2026,7,33.6
08019060,12,2026,13,40.77
08019060,12,2026,21,39.12
08019057,6,2026,1,0.29
08019057,6,2026,12,0.33
08019057,6,2026,16,0.29
08019057,6,2026,17,0.29
08019057,6,2026,23,0.33
08019043,10,2025,19,22.46
08019057,1,2025,8,1.55
08019057,1,2025,9,1.64
08019057,1,2025,20,1.56
08019058,7,2025,2,1.22
08019058,7,2025,22,1.57
08019057,6,2025,3,0.24
08019057,6,2025,11,0.3
08019057,6,2025,19,0.27
08019057,14,2025,2,57.1
08019057,14,2025,22,64.0
08019054,6,2025,3,0.22
08019054,6,2025,11,0.24
08019054,6,2025,19,0.23
08019050,12,2025,8,38.66
08019050,12,2025,9,55.76
08019050,12,2025,14,23.97
08019050,12,2025,20,27.25
08019043,8,2025,3,22.61
08019043,8,2025,11,33.56
08019043,8,2025,19,31.14
08019044,12,2025,1,26.82
08019044,12,2025,12,45.86
08019044,12,2025,16,34.14
08019044,12,2025,17,35.48
08019044,12,2025,23,34.02
08019057,1,2025,14,1.78
08019054,12,2025,5,18.81
08019054,12,2025,24,27.64
08019043,14,2025,15,72.6
08019043,14,2025,18,69.29
08019004,7,2025,1,3.59
08019004,7,2025,12,7.97
08019004,7,2025,16,2.55
08019004,7,2025,17,2.3
08019004,7,2025,23,4.07
08019004,12,2025,2,26.32
08019004,12,2025,22,31.24
08019043,1,2025,3,1.87
08019043,1,2025,11,2.09
08019043,1,2025,19,2.04
08019043,7,2025,5,3.15
08019043,7,2025,24,5.38
08019054,1,2025,6,2.0
08019054,1,2025,10,2.2
08019054,1,2025,15,2.26
08019054,1,2025,18,2.2
08019004,8,2025,4,20.49
08019004,8,2025,7,23.29
08019004,8,2025,13,17.91
08019004,8,2025,21,26.14
08019058,8,2025,1,6.21
08019058,8,2025,12,10.04
08019058,8,2025,16,9.04
08019058,8,2025,17,8.83
08019058,8,2025,23,7.35
08019054,9,2025,3,8.74
08019054,9,2025,11,9.17
08019054,9,2025,19,8.21
08019043,9,2025,3,10.71
08019043,9,2025,11,11.54
08019043,9,2025,19,9.38
08019043,6,2025,5,0.22
08019043,6,2025,24,0.3
08019058,10,2025,2,13.58
08019058,10,2025,22,18.86
08019057,10,2025,8,20.02
08019057,10,2025,9,24.82
08019057,10,2025,14,20.9
08019057,10,2025,20,15.99
08019043,10,2025,3,18.79
08019043,10,2025,11,26.72
08019004,10,2025,3,15.9
08019004,10,2025,11,27.76
08019004,10,2025,19,24.16
08019042,7,2025,8,3.26
08019042,7,2025,9,7.22
08019042,7,2025,14,2.52
08019042,7,2025,20,2.08
08019042,8,2025,6,14.18
08019042,8,2025,10,25.59
08019042,8,2025,15,12.84
08019042,8,2025,18,14.22
08019044,14,2025,5,50.52
08019044,14,2025,24,53.71
08019044,7,2025,6,5.08
08019044,7,2025,10,15.67
08019044,7,2025,15,6.9
08019044,7,2025,18,7.49
08019050,14,2025,4,36.88
08019050,14,2025,7,31.83
08019050,14,2025,13,63.14
08019050,14,2025,21,56.14
08019050,7,2025,4,2.42
08019050,7,2025,7,3.53
08019050,7,2025,13,5.41
08019050,7,2025,21,2.34
08019050,8,2025,2,21.6
08019050,8,2025,22,24.37
08019054,10,2025,8,16.27
08019054,10,2025,9,18.48
08019054,10,2025,14,18.46
08019054,10,2025,20,18.63
08019054,14,2025,5,51.97
08019054,14,2025,24,54.26
08019054,8,2025,1,20.91
08019054,8,2025,12,14.94
08019054,8,2025,16,11.66
08019054,8,2025,17,11.91
08019054,8,2025,23,25.06
08019057,7,2025,2,1.09
08019057,7,2025,22,1.8
08019057,8,2025,1,14.53
08019057,8,2025,12,15.43
08019057,8,2025,16,10.9
08019057,8,2025,17,11.69
08019057,8,2025,23,17.0
08019057,9,2025,2,8.21
08019057,9,2025,22,8.4
08019058,12,2025,4,5.45
08019058,12,2025,7,5.25
08019058,12,2025,13,13.48
08019058,12,2025,21,11.54
08019043,14,2025,6,44.75
08019043,14,2025,10,41.55
08019060,10,2025,4,20.16
08019060,10,2025,7,18.18
08019060,10,2025,13,25.73
08019060,10,2025,21,25.99
08019060,14,2025,8,18.96
08019060,14,2025,9,18.62
08019060,14,2025,14,44.39
08019060,14,2025,20,27.37
08019060,6,2025,6,0.22
08019060,6,2025,10,0.29
08019060,6,2025,15,0.27
08019060,6,2025,18,0.35
08019060,1,2025,2,2.58
08019060,1,2025,22,2.84
08019057,14,2024,8,43.32
08019057,14,2024,9,43.29
08019057,14,2024,14,73.93
08019057,14,2024,20,67.23
08019044,8,2024,6,19.9
08019044,8,2024,10,34.25
08019044,8,2024,15,24.24
08019044,8,2024,18,27.95
08019054,12,2024,5,18.28
08019054,12,2024,24,31.86
08019044,7,2024,6,5.58
08019044,7,2024,10,19.91
08019044,7,2024,15,8.61
08019044,7,2024,18,8.18
08019057,10,2024,5,12.16
08019057,10,2024,24,14.73
08019043,8,2024,1,30.77
08019043,8,2024,12,33.93
08019043,8,2024,16,27.77
08019043,8,2024,17,29.62
08019043,8,2024,23,34.21
08019004,12,2024,4,22.78
08019004,12,2024,7,29.76
08019004,12,2024,13,31.04
08019004,12,2024,21,34.9
08019004,7,2024,1,4.73
08019004,7,2024,12,9.78
08019004,7,2024,16,2.86
08019004,7,2024,17,2.88
08019004,7,2024,23,6.16
08019054,7,2024,3,1.95
08019054,7,2024,11,5.67
08019054,7,2024,19,5.85
08019004,10,2024,6,13.98
08019004,10,2024,10,27.63
08019004,10,2024,15,22.04
08019004,10,2024,18,28.38
08019043,10,2024,5,16.79
08019043,10,2024,24,21.97
08019054,1,2024,6,1.41
08019054,1,2024,10,1.58
08019054,1,2024,15,1.72
08019054,1,2024,18,1.57
08019044,14,2024,2,50.87
08019044,14,2024,22,53.58
08019050,8,2024,1,25.95
08019050,8,2024,12,27.24
08019050,8,2024,16,19.0
08019050,8,2024,17,20.21
08019050,8,2024,23,26.05
08019050,12,2024,8,44.09
08019050,12,2024,9,61.65
08019050,12,2024,14,28.08
08019050,12,2024,20,30.94
08019042,12,2024,8,29.97
08019042,12,2024,9,43.33
08019042,12,2024,14,19.9
08019042,12,2024,20,25.87
08019042,7,2024,8,4.43
08019042,7,2024,9,9.48
08019042,7,2024,14,3.16
08019042,7,2024,20,3.19
08019042,8,2024,1,20.59
08019042,8,2024,12,19.01
08019042,8,2024,16,12.6
08019042,8,2024,17,13.25
08019042,8,2024,23,23.42
08019043,14,2024,4,43.61
08019043,14,2024,7,35.39
08019043,14,2024,13,56.3
08019043,14,2024,21,49.45
08019043,1,2024,3,1.69
08019043,1,2024,11,1.98
08019043,1,2024,19,1.92
08019043,6,2024,8,0.42
08019043,6,2024,9,0.53
08019043,6,2024,14,0.32
08019043,6,2024,20,0.44
08019043,7,2024,3,6.37
08019043,7,2024,11,18.8
08019043,7,2024,19,12.41
08019044,12,2024,1,32.16
08019044,12,2024,12,53.75
08019044,12,2024,16,39.46
08019044,12,2024,17,40.51
08019044,12,2024,23,39.06
08019044,1,2024,6,1.71
08019044,1,2024,10,1.98
08019044,1,2024,15,1.94
08019044,1,2024,18,1.78
08019050,14,2024,6,33.87
08019050,14,2024,10,35.59
08019050,14,2024,15,65.7
08019050,14,2024,18,63.84
08019050,7,2024,4,3.12
08019050,7,2024,7,4.85
08019050,7,2024,13,7.13
08019050,7,2024,21,3.29
08019054,10,2024,1,17.26
08019054,10,2024,12,20.95
08019054,10,2024,16,20.45
08019054,10,2024,17,20.59
08019054,10,2024,23,19.9
08019054,14,2024,2,50.4
08019054,14,2024,22,56.26
08019054,6,2024,3,0.21
08019054,6,2024,11,0.23
08019054,6,2024,19,0.24
08019054,8,2024,8,27.72
08019054,8,2024,9,25.36
08019054,8,2024,14,13.36
08019054,8,2024,20,22.34
08019054,9,2024,6,8.15
08019054,9,2024,10,8.83
08019054,9,2024,15,9.53
08019054,9,2024,18,9.28
08019057,12,2024,4,10.78
08019057,12,2024,7,15.57
08019057,12,2024,13,18.11
08019057,12,2024,21,25.24
08019057,1,2024,8,1.92
08019057,1,2024,9,2.05
08019057,1,2024,14,2.35
08019057,1,2024,20,2.02
08019057,7,2024,8,4.45
08019057,7,2024,9,10.23
08019057,7,2024,14,3.01
08019057,7,2024,20,2.84
08019057,8,2024,8,21.16
08019057,8,2024,9,25.54
08019057,8,2024,14,12.96
08019057,8,2024,20,19.34
08019057,9,2024,4,7.71
08019057,9,2024,7,8.07
08019057,9,2024,13,9.08
08019057,9,2024,21,9.09
08019058,10,2024,4,11.63
08019058,10,2024,7,12.24
08019058,10,2024,13,19.2
08019058,10,2024,21,16.79
08019058,12,2024,2,5.98
08019058,12,2024,22,8.6
08019058,7,2024,2,1.02
08019058,7,2024,22,1.12
08019058,8,2024,4,4.99
08019058,8,2024,7,4.27
08019058,8,2024,13,10.6
08019058,8,2024,21,9.24
08019044,10,2024,1,21.62
08019044,10,2024,12,28.86
08019044,10,2024,16,26.93
08019044,10,2024,17,27.78
08019044,10,2024,23,25.9
08019004,8,2023,2,28.47
08019004,8,2023,22,35.47
08019043,6,2023,4,0.25
08019043,6,2023,7,0.3
08019043,6,2023,13,0.34
08019043,6,2023,21,0.58
08019058,14,2023,5,66.7
08019058,14,2023,24,69.55
08019057,9,2023,1,7.47
08019057,9,2023,12,8.24
08019057,9,2023,16,7.16
08019057,9,2023,17,7.19
08019057,9,2023,23,13.3
08019044,7,2023,6,2.99
08019044,7,2023,10,13.69
08019044,7,2023,15,6.94
08019044,7,2023,18,7.25
08019044,12,2023,1,33.15
08019044,12,2023,12,41.26
08019044,12,2023,16,31.06
08019044,12,2023,17,32.82
08019044,12,2023,23,44.88
08019043,14,2023,3,32.21
08019043,14,2023,11,30.68
08019043,14,2023,19,34.98
08019057,7,2023,1,2.2
08019057,7,2023,12,5.63
08019057,7,2023,16,3.05
08019057,7,2023,17,2.44
08019057,7,2023,23,4.6
08019044,1,2023,3,2.0
08019044,1,2023,11,2.23
08019044,1,2023,19,2.09
08019057,1,2023,3,2.16
08019057,1,2023,11,2.43
08019057,1,2023,19,2.37
08019050,7,2023,3,4.78
08019050,7,2023,11,17.46
08019050,7,2023,19,5.7
08019054,1,2023,6,1.09
08019054,1,2023,10,1.27
08019054,1,2023,15,1.5
08019054,1,2023,18,1.24
08019054,8,2023,8,21.56
08019054,8,2023,9,25.03
08019054,8,2023,14,15.08
08019054,8,2023,20,27.41
08019042,7,2023,5,2.18
08019042,7,2023,24,7.22
08019004,7,2023,8,11.45
08019004,7,2023,9,17.41
08019004,7,2023,14,7.84
08019004,7,2023,20,9.03
08019042,8,2023,4,17.44
08019042,8,2023,7,18.2
08019042,8,2023,13,17.56
08019042,8,2023,21,31.2
08019057,12,2023,5,12.33
08019057,12,2023,24,26.04
08019058,7,2023,5,1.2
08019058,7,2023,24,1.19
08019043,9,2023,1,12.22
08019043,9,2023,12,12.07
08019043,9,2023,16,10.13
08019043,9,2023,17,10.21
08019043,9,2023,23,14.36
08019043,8,2023,2,32.43
08019043,8,2023,22,49.26
08019044,14,2023,5,42.59
08019044,14,2023,24,34.41
08019057,14,2023,3,47.47
08019057,14,2023,11,48.9
08019057,14,2023,19,49.34
08019058,12,2023,8,5.24
08019058,12,2023,9,6.98
08019058,12,2023,14,15.33
08019058,12,2023,20,9.57
08019054,14,2023,6,50.47
08019054,14,2023,10,46.04
08019054,14,2023,15,66.06
08019054,14,2023,18,58.53
08019043,10,2023,8,20.21
08019043,10,2023,9,29.78
08019043,10,2023,14,32.07
08019043,10,2023,20,30.62
08019058,10,2023,8,11.31
08019058,10,2023,9,12.48
08019058,10,2023,14,19.84
08019058,10,2023,20,16.83
08019058,8,2023,2,5.66
08019058,8,2023,22,7.62
08019054,6,2023,8,0.25
08019054,6,2023,9,0.29
08019054,6,2023,14,0.23
08019054,6,2023,20,0.28
08019043,1,2023,1,1.74
08019043,1,2023,12,1.91
08019043,1,2023,16,2.07
08019043,1,2023,17,1.93
08019043,1,2023,23,1.84
08019050,12,2023,1,43.3
08019050,12,2023,12,57.15
08019050,12,2023,16,35.24
08019050,12,2023,17,36.08
08019050,12,2023,23,50.98
08019057,10,2023,4,9.69
08019057,10,2023,7,9.13
08019057,10,2023,13,15.13
08019057,10,2023,21,27.05
08019004,10,2023,2,16.73
08019004,10,2023,22,22.92
08019044,10,2023,3,15.16
08019044,10,2023,11,26.7
08019044,10,2023,19,32.6
08019044,8,2023,8,25.35
08019044,8,2023,9,32.2
08019044,8,2023,14,24.91
08019044,8,2023,20,34.06
08019050,8,2023,6,21.12
08019050,8,2023,10,36.51
08019050,8,2023,15,23.83
08019050,8,2023,18,31.16
08019054,10,2023,4,12.35
08019054,10,2023,7,12.82
08019054,10,2023,13,21.36
08019054,10,2023,21,24.71
08019057,8,2023,1,16.65
08019057,8,2023,12,15.59
08019057,8,2023,16,13.52
08019057,8,2023,17,14.94
08019057,8,2023,23,24.25
08019044,6,2023,2,0.26
08019044,6,2023,22,0.42
08019057,6,2023,8,0.32
08019057,6,2023,9,0.38
08019057,6,2023,14,0.27
08019057,6,2023,20,0.33
08019060,8,2025,5,20.01
08019060,8,2025,24,36.28
08019060,9,2025,8,10.94
08019060,9,2025,9,12.14
08019060,9,2025,14,10.6
08019060,9,2025,20,12.98
08019060,7,2025,1,12.41
08019060,7,2025,12,18.42
08019060,7,2025,16,10.76
08019060,7,2025,17,10.56
08019060,7,2025,23,19.02
08019044,14,2026,1,59.95
08019044,14,2026,12,63.63
08019044,14,2026,16,76.61
08019044,14,2026,17,74.93
08019044,14,2026,23,63.02
08019043,10,2026,4,19.21
08019043,10,2026,7,19.65
08019043,10,2026,13,25.39
08019043,10,2026,21,21.94
08019042,8,2026,4,16.57
08019042,8,2026,7,20.25
08019042,8,2026,13,20.11
08019042,8,2026,21,19.39
08019004,8,2026,5,20.19
08019004,8,2026,24,26.17
08019060,1,2026,8,2.56
08019060,1,2026,9,2.73
08019060,1,2026,14,2.63
08019060,1,2026,20,2.41
08019058,10,2026,3,18.22
08019058,10,2026,11,28.33
08019058,10,2026,19,23.16
08019057,10,2026,2,13.64
08019057,10,2026,22,14.22
08019054,6,2026,2,0.24
08019054,6,2026,22,0.26
08019050,8,2026,4,19.04
08019050,8,2026,7,22.1
08019050,8,2026,13,21.15
08019050,8,2026,21,22.49
08019043,8,2026,3,21.09
08019043,8,2026,11,35.47
08019043,8,2026,19,27.33
08019004,7,2026,3,1.47
08019004,7,2026,11,8.74
08019004,7,2026,19,2.13
08019054,12,2026,2,22.88
08019054,12,2026,22,26.24
08019054,14,2026,3,59.53
08019054,14,2026,11,71.36
08019054,14,2026,19,85.58
08019054,7,2026,8,7.02
08019054,7,2026,9,6.64
08019054,7,2026,14,2.6
08019054,7,2026,20,1.62
08019057,12,2026,4,13.96
08019057,12,2026,7,23.8
08019057,12,2026,13,20.45
08019057,12,2026,21,20.73
08019057,14,2026,2,56.78
08019057,14,2026,22,67.23
08019057,7,2026,6,2.03
08019057,7,2026,10,9.26
08019057,7,2026,15,2.94
08019057,7,2026,18,2.34
08019057,8,2026,5,12.13
08019057,8,2026,24,18.27
08019058,12,2026,1,7.94
08019058,12,2026,12,15.73
08019058,12,2026,16,10.5
08019058,12,2026,17,10.07
08019058,12,2026,23,10.81
08019058,14,2026,8,78.81
08019058,14,2026,9,74.31
08019058,14,2026,14,85.97
08019058,14,2026,20,81.55
08019060,10,2026,6,20.14
08019060,10,2026,10,42.44
08019060,10,2026,15,21.25
08019060,10,2026,18,20.89
08019060,7,2026,3,3.22
08019060,7,2026,11,15.01
08019060,7,2026,19,7.76
