codi_eoi,magnitud,any,hora,valor_mitja
08019050,7,2026,5,1.81
08019050,7,2026,24,2.21
08019050,14,2026,6,35.82
08019050,14,2026,10,43.84
08019050,14,2026,15,74.2
08019050,14,2026,18,72.89
08019044,7,2026,1,3.44
08019044,7,2026,12,11.87
08019044,7,2026,16,7.55
08019044,7,2026,17,7.57
08019044,7,2026,23,3.97
08019044,1,2026,5,2.16
08019044,1,2026,24,2.24
08019043,14,2026,1,55.71
08019043,14,2026,12,66.16
08019043,14,2026,16,80.43
08019043,14,2026,17,80.17
08019043,14,2026,23,59.31
08019043,1,2026,6,3.33
08019043,1,2026,10,3.96
08019043,1,2026,15,4.06
08019043,1,2026,18,3.72
08019043,9,2026,5,10.17
08019043,9,2026,24,11.54
08019004,10,2026,8,22.79
08019004,10,2026,9,31.22
08019004,10,2026,14,25.45
08019004,10,2026,20,23.6
08019004,12,2026,8,40.82
08019004,12,2026,9,51.13
08019004,12,2026,14,22.95
08019004,12,2026,20,24.02
08019042,12,2026,8,30.25
08019042,12,2026,9,43.19
08019042,12,2026,14,19.28
08019042,12,2026,20,18.11
08019042,7,2026,4,1.66
08019042,7,2026,7,1.97
08019042,7,2026,13,3.56
08019042,7,2026,21,1.26
08019043,6,2026,3,0.22
08019043,6,2026,11,0.27
08019043,6,2026,19,0.26
08019054,1,2026,6,2.21
08019054,1,2026,10,2.5
08019054,1,2026,15,2.47
08019054,1,2026,18,2.36
08019054,9,2026,1,9.33
08019054,9,2026,12,9.52
08019054,9,2026,16,7.89
08019054,9,2026,17,7.77
08019054,9,2026,23,9.18
08019058,7,2026,5,1.06
08019058,7,2026,24,1.93
08019060,14,2026,5,39.36
08019060,14,2026,24,46.11
08019060,8,2026,6,20.86
08019060,8,2026,10,37.51
08019060,8,2026,15,21.97
08019060,8,2026,18,24.06
08019043,7,2026,4,2.5
08019043,7,2026,7,5.77
08019043,7,2026,13,8.87
08019043,7,2026,21,4.25
08019050,12,2026,5,21.01
08019050,12,2026,24,24.04
08019060,12,2026,8,51.87
08019060,12,2026,9,73.03
08019060,12,2026,14,37.22
08019060,12,2026,20,38.89
08019057,6,2026,3,0.26
08019057,6,2026,11,0.36
08019057,6,2026,19,0.29
08019043,10,2025,23,21.63
08019057,1,2025,4,1.48
08019057,1,2025,7,1.52
08019057,1,2025,21,1.52
08019058,7,2025,5,1.21
08019058,7,2025,24,2.24
08019058,14,2025,6,74.44
08019058,14,2025,10,66.63
08019058,14,2025,15,79.6
08019058,14,2025,18,78.25
08019057,6,2025,1,0.25
08019057,6,2025,17,0.26
08019057,6,2025,23,0.27
08019057,14,2025,5,55.51
08019057,14,2025,24,59.5
08019057,12,2025,6,10.71
08019057,12,2025,10,34.86
08019057,12,2025,18,15.54
08019054,7,2025,6,2.44
08019054,7,2025,10,6.32
08019054,7,2025,15,2.31
08019054,7,2025,18,2.59
08019054,6,2025,1,0.24
08019054,6,2025,12,0.22
08019054,6,2025,16,0.21
08019054,6,2025,17,0.21
08019054,6,2025,23,0.27
08019050,12,2025,4,22.5
08019050,12,2025,7,25.88
08019050,12,2025,13,28.19
08019050,12,2025,21,28.17
08019044,8,2025,6,18.66
08019044,8,2025,10,32.89
08019044,8,2025,15,22.29
08019044,8,2025,18,27.17
08019044,1,2025,6,1.95
08019044,1,2025,10,2.19
08019044,1,2025,15,2.07
08019044,1,2025,18,2.04
08019043,8,2025,1,27.7
08019043,8,2025,12,30.92
08019043,8,2025,16,24.42
08019043,8,2025,17,26.01
08019043,8,2025,23,30.63
08019044,12,2025,3,22.82
08019044,12,2025,11,49.73
08019044,12,2025,19,38.03
08019057,1,2025,13,1.76
08019054,12,2025,2,23.25
08019054,12,2025,22,31.54
08019004,7,2025,3,2.07
08019004,7,2025,11,11.01
08019004,7,2025,19,2.81
08019004,12,2025,5,21.03
08019004,12,2025,24,29.49
08019043,1,2025,1,1.93
08019043,1,2025,12,2.13
08019043,1,2025,16,2.14
08019043,1,2025,17,2.09
08019043,1,2025,23,1.93
08019043,7,2025,2,4.28
08019043,7,2025,22,6.34
08019004,8,2025,8,28.64
08019004,8,2025,9,30.79
08019004,8,2025,14,15.97
08019004,8,2025,20,23.8
08019058,8,2025,3,4.54
08019058,8,2025,11,9.24
08019058,8,2025,19,9.19
08019054,9,2025,1,9.45
08019054,9,2025,12,9.14
08019054,9,2025,16,8.72
08019054,9,2025,17,8.34
08019054,9,2025,23,9.32
08019043,9,2025,1,11.51
08019043,9,2025,12,11.2
08019043,9,2025,16,9.76
08019043,9,2025,17,9.59
08019043,9,2025,23,11.94
08019043,6,2025,2,0.24
08019043,6,2025,22,0.33
08019058,10,2025,5,13.66
08019058,10,2025,24,24.83
08019057,10,2025,4,13.48
08019057,10,2025,7,14.62
08019057,10,2025,13,21.51
08019057,10,2025,21,15.57
08019043,10,2025,1,20.53
08019043,10,2025,12,26.67
08019043,10,2025,16,22.6
08019043,10,2025,17,24.09
08019004,10,2025,1,19.28
08019004,10,2025,12,27.61
08019004,10,2025,16,22.86
08019004,10,2025,17,23.63
08019004,10,2025,23,20.57
08019042,12,2025,6,15.01
08019042,12,2025,10,38.58
08019042,12,2025,15,15.68
08019042,12,2025,18,15.98
08019042,7,2025,4,1.79
08019042,7,2025,7,1.66
08019042,7,2025,13,2.9
08019042,7,2025,21,2.15
08019044,14,2025,2,52.54
08019044,14,2025,22,54.61
08019050,14,2025,8,28.37
08019050,14,2025,9,29.85
08019050,14,2025,14,68.42
08019050,14,2025,20,60.04
08019050,7,2025,8,7.52
08019050,7,2025,9,15.0
08019050,7,2025,14,4.26
08019050,7,2025,20,2.6
08019050,8,2025,5,18.37
08019050,8,2025,24,22.78
08019054,10,2025,4,14.38
08019054,10,2025,7,14.81
08019054,10,2025,13,18.88
08019054,10,2025,21,19.73
08019054,14,2025,2,52.4
08019054,14,2025,22,59.95
08019054,8,2025,3,16.68
08019054,8,2025,11,16.95
08019054,8,2025,19,17.94
08019057,12,2025,15,13.52
08019057,6,2025,12,0.28
08019057,6,2025,16,0.25
08019057,7,2025,5,1.03
08019057,7,2025,24,1.44
08019057,8,2025,3,10.88
08019057,8,2025,11,17.86
08019057,8,2025,19,16.06
08019057,9,2025,5,8.01
08019057,9,2025,24,8.62
08019058,12,2025,8,5.85
08019058,12,2025,9,8.07
08019058,12,2025,14,12.79
08019058,12,2025,20,10.75
08019060,10,2025,8,21.75
08019060,10,2025,9,29.95
08019060,10,2025,14,24.98
08019060,10,2025,20,25.51
08019060,14,2025,4,25.09
08019060,14,2025,7,21.58
08019060,14,2025,13,40.49
08019060,14,2025,21,23.27
08019060,1,2025,5,2.55
08019060,1,2025,24,2.76
08019057,14,2024,4,55.28
08019057,14,2024,7,48.39
08019057,14,2024,13,69.98
08019057,14,2024,21,62.43
08019054,12,2024,2,23.88
08019054,12,2024,22,35.21
08019057,10,2024,2,13.24
08019057,10,2024,22,15.97
08019043,8,2024,3,24.38
08019043,8,2024,11,36.17
08019043,8,2024,19,35.4
08019004,12,2024,8,43.44
08019004,12,2024,9,55.35
08019004,12,2024,14,24.94
08019004,12,2024,20,31.34
08019004,7,2024,3,2.41
08019004,7,2024,11,12.44
08019004,7,2024,19,3.57
08019054,7,2024,1,3.46
08019054,7,2024,12,4.67
08019054,7,2024,16,2.49
08019054,7,2024,17,2.63
08019054,7,2024,23,4.57
08019043,10,2024,2,18.93
08019043,10,2024,22,23.25
08019044,14,2024,5,49.02
08019044,14,2024,24,51.86
08019050,8,2024,3,22.8
08019050,8,2024,11,31.53
08019050,8,2024,19,24.32
08019050,12,2024,4,25.63
08019050,12,2024,7,29.54
08019050,12,2024,13,33.51
08019050,12,2024,21,31.52
08019004,8,2024,6,20.63
08019004,8,2024,10,30.24
08019004,8,2024,15,16.65
08019004,8,2024,18,19.58
08019042,12,2024,4,18.17
08019042,12,2024,7,20.68
08019042,12,2024,13,22.22
08019042,12,2024,21,27.73
08019042,7,2024,4,2.39
08019042,7,2024,7,2.38
08019042,7,2024,13,3.67
08019042,7,2024,21,3.44
08019042,8,2024,3,16.72
08019042,8,2024,11,23.24
08019042,8,2024,19,17.74
08019043,14,2024,8,29.24
08019043,14,2024,9,28.44
08019043,14,2024,14,60.65
08019043,14,2024,20,52.84
08019043,1,2024,1,1.76
08019043,1,2024,12,2.04
08019043,1,2024,16,2.0
08019043,1,2024,17,1.95
08019043,1,2024,23,1.82
08019043,6,2024,4,0.25
08019043,6,2024,7,0.29
08019043,6,2024,13,0.3
08019043,6,2024,21,0.45
08019043,7,2024,1,8.98
08019043,7,2024,12,16.12
08019043,7,2024,16,10.83
08019043,7,2024,17,11.2
08019043,7,2024,23,9.75
08019043,9,2024,6,9.37
08019043,9,2024,10,12.07
08019043,9,2024,15,9.47
08019043,9,2024,18,9.47
08019044,12,2024,3,25.55
08019044,12,2024,11,58.53
08019044,12,2024,19,38.21
08019050,7,2024,8,9.51
08019050,7,2024,9,17.48
08019050,7,2024,14,5.2
08019050,7,2024,20,3.16
08019054,10,2024,3,14.42
08019054,10,2024,11,20.09
08019054,10,2024,19,21.87
08019054,14,2024,5,50.98
08019054,14,2024,24,50.48
08019054,6,2024,1,0.24
08019054,6,2024,12,0.22
08019054,6,2024,16,0.21
08019054,6,2024,17,0.21
08019054,6,2024,23,0.26
08019054,8,2024,4,16.6
08019054,8,2024,7,23.62
08019054,8,2024,13,14.42
08019054,8,2024,21,25.23
08019057,12,2024,8,27.26
08019057,12,2024,9,40.71
08019057,12,2024,14,17.3
08019057,12,2024,20,22.83
08019057,1,2024,4,1.88
08019057,1,2024,7,1.88
08019057,1,2024,13,2.33
08019057,1,2024,21,1.96
08019057,6,2024,6,0.26
08019057,6,2024,10,0.35
08019057,6,2024,15,0.27
08019057,6,2024,18,0.27
08019057,7,2024,4,1.13
08019057,7,2024,7,1.48
08019057,7,2024,13,3.16
08019057,7,2024,21,3.07
08019057,8,2024,4,10.03
08019057,8,2024,7,14.17
08019057,8,2024,13,13.56
08019057,8,2024,21,21.38
08019057,9,2024,8,8.77
08019057,9,2024,9,9.98
08019057,9,2024,14,9.07
08019057,9,2024,20,8.88
08019058,10,2024,8,12.66
08019058,10,2024,9,13.77
08019058,10,2024,14,18.48
08019058,10,2024,20,17.02
08019058,12,2024,5,4.42
08019058,12,2024,24,6.74
08019058,14,2024,6,74.85
08019058,14,2024,10,68.46
08019058,14,2024,15,79.75
08019058,14,2024,18,80.03
08019058,7,2024,5,1.01
08019058,7,2024,24,1.02
08019058,8,2024,8,4.78
08019058,8,2024,9,6.37
08019058,8,2024,14,10.35
08019058,8,2024,20,9.29
08019044,10,2024,3,16.52
08019044,10,2024,11,30.19
08019044,10,2024,19,28.69
08019054,12,2023,6,14.72
08019054,12,2023,10,33.25
08019054,12,2023,15,19.74
08019054,12,2023,18,29.58
08019004,8,2023,5,20.91
08019004,8,2023,24,33.99
08019043,6,2023,8,0.45
08019043,6,2023,9,0.56
08019043,6,2023,14,0.37
08019043,6,2023,20,0.54
08019043,7,2023,6,6.9
08019043,7,2023,10,33.38
08019043,7,2023,15,14.05
08019043,7,2023,18,15.61
08019042,12,2023,6,16.81
08019042,12,2023,10,51.77
08019042,12,2023,15,18.7
08019042,12,2023,18,24.9
08019058,14,2023,2,68.48
08019058,14,2023,22,69.36
08019057,9,2023,3,6.99
08019057,9,2023,11,8.16
08019057,9,2023,19,9.6
08019044,12,2023,3,20.44
08019044,12,2023,11,41.42
08019044,12,2023,19,42.62
08019043,14,2023,1,28.65
08019043,14,2023,12,36.4
08019043,14,2023,16,49.02
08019043,14,2023,17,45.49
08019043,14,2023,23,26.12
08019057,7,2023,3,1.31
08019057,7,2023,11,7.78
08019057,7,2023,19,4.65
08019044,1,2023,1,2.08
08019044,1,2023,12,3.72
08019044,1,2023,16,2.23
08019044,1,2023,17,2.23
08019044,1,2023,23,2.16
08019057,1,2023,1,2.28
08019057,1,2023,12,2.49
08019057,1,2023,16,2.5
08019057,1,2023,17,2.34
08019057,1,2023,23,2.3
08019050,7,2023,1,7.98
08019050,7,2023,12,14.54
08019050,7,2023,16,6.28
08019050,7,2023,17,5.67
08019050,7,2023,23,9.55
08019054,8,2023,4,13.55
08019054,8,2023,7,16.21
08019054,8,2023,13,15.32
08019054,8,2023,21,29.37
08019042,7,2023,2,3.76
08019042,7,2023,22,8.48
08019004,7,2023,4,3.17
08019004,7,2023,7,4.63
08019004,7,2023,13,11.89
08019004,7,2023,21,9.97
08019042,8,2023,8,23.69
08019042,8,2023,9,30.31
08019042,8,2023,14,14.85
08019042,8,2023,20,27.27
08019057,12,2023,2,14.27
08019057,12,2023,22,37.25
08019058,7,2023,2,1.26
08019058,7,2023,22,1.17
08019043,9,2023,3,10.11
08019043,9,2023,11,11.89
08019043,9,2023,19,11.01
08019043,8,2023,5,23.64
08019043,8,2023,24,44.27
08019044,14,2023,2,38.91
08019044,14,2023,22,33.5
08019057,14,2023,1,44.63
08019057,14,2023,12,52.19
08019057,14,2023,16,65.22
08019057,14,2023,17,63.73
08019057,14,2023,23,40.26
08019058,12,2023,4,5.79
08019058,12,2023,7,4.41
08019058,12,2023,13,15.43
08019058,12,2023,21,8.91
08019043,10,2023,4,16.51
08019043,10,2023,7,15.98
08019043,10,2023,13,32.77
08019043,10,2023,21,30.53
08019058,10,2023,4,11.24
08019058,10,2023,7,10.73
08019058,10,2023,13,18.82
08019058,10,2023,21,15.31
08019058,8,2023,5,4.99
08019058,8,2023,24,5.95
08019054,6,2023,4,0.21
08019054,6,2023,7,0.22
08019054,6,2023,13,0.23
08019054,6,2023,21,0.3
08019043,1,2023,3,1.68
08019043,1,2023,11,1.89
08019043,1,2023,19,1.84
08019050,12,2023,3,33.14
08019050,12,2023,11,62.07
08019050,12,2023,19,41.78
08019057,10,2023,8,9.6
08019057,10,2023,9,12.15
08019057,10,2023,14,13.99
08019057,10,2023,20,24.86
08019050,14,2023,6,29.74
08019050,14,2023,10,26.02
08019050,14,2023,15,53.98
08019050,14,2023,18,45.78
08019004,10,2023,5,13.37
08019004,10,2023,24,19.94
08019004,12,2023,6,23.62
08019004,12,2023,10,62.29
08019004,12,2023,15,27.98
08019004,12,2023,18,35.72
08019044,10,2023,1,18.95
08019044,10,2023,12,28.93
08019044,10,2023,16,26.86
08019044,10,2023,17,30.72
08019044,10,2023,23,24.35
08019044,8,2023,4,16.33
08019044,8,2023,7,19.32
08019044,8,2023,13,25.72
08019044,8,2023,21,36.0
08019054,10,2023,8,14.68
08019054,10,2023,9,18.05
08019054,10,2023,14,23.1
08019054,10,2023,20,25.83
08019057,8,2023,3,11.81
08019057,8,2023,11,17.18
08019057,8,2023,19,24.58
08019054,7,2023,6,1.41
08019054,7,2023,10,8.19
08019054,7,2023,15,3.51
08019054,7,2023,18,4.89
08019044,6,2023,5,0.24
08019044,6,2023,24,0.35
08019057,6,2023,4,0.29
08019057,6,2023,7,0.31
08019057,6,2023,13,0.27
08019057,6,2023,21,0.35
08019060,12,2025,6,31.02
08019060,12,2025,10,76.44
08019060,12,2025,15,37.71
08019060,12,2025,18,53.28
08019060,8,2025,2,29.57
08019060,8,2025,22,45.06
08019060,9,2025,4,12.41
08019060,9,2025,7,10.82
08019060,9,2025,13,10.76
08019060,9,2025,21,13.91
08019060,7,2025,3,7.67
08019060,7,2025,11,22.59
08019060,7,2025,19,18.64
08019054,10,2026,12,20.71
08019054,10,2026,16,16.82
08019054,10,2026,17,17.31
08019054,10,2026,23,18.59
08019043,10,2026,2,20.03
08019043,10,2026,22,22.06
08019042,8,2026,2,17.62
08019042,8,2026,22,19.82
08019004,8,2026,8,32.11
08019004,8,2026,9,34.94
08019004,8,2026,14,17.77
08019004,8,2026,20,21.66
08019060,9,2026,1,13.2
08019060,9,2026,12,12.74
08019060,9,2026,16,9.96
08019060,9,2026,17,9.77
08019060,9,2026,23,12.64
08019060,1,2026,5,2.34
08019060,1,2026,24,2.4
08019058,8,2026,1,6.44
08019058,8,2026,12,13.0
08019058,8,2026,16,8.75
08019058,8,2026,17,8.48
08019058,8,2026,23,8.25
08019058,10,2026,6,16.61
08019058,10,2026,10,24.8
08019058,10,2026,15,24.29
08019058,10,2026,18,23.09
08019057,10,2026,4,12.52
08019057,10,2026,7,15.55
08019057,10,2026,13,19.53
08019057,10,2026,21,13.99
08019054,6,2026,4,0.22
08019054,6,2026,7,0.26
08019054,6,2026,13,0.23
08019054,6,2026,21,0.25
08019050,8,2026,2,19.41
08019050,8,2026,22,22.0
08019044,8,2026,1,22.21
08019044,8,2026,12,31.78
08019044,8,2026,16,24.1
08019044,8,2026,17,25.76
08019044,8,2026,23,25.45
08019043,8,2026,6,23.52
08019043,8,2026,10,41.66
08019043,8,2026,15,24.11
08019043,8,2026,18,25.0
08019004,7,2026,6,1.25
08019004,7,2026,10,12.02
08019004,7,2026,15,2.73
08019004,7,2026,18,2.12
08019054,12,2026,4,18.58
08019054,12,2026,7,32.29
08019054,12,2026,13,19.6
08019054,12,2026,21,23.33
08019054,14,2026,6,53.68
08019054,14,2026,10,62.95
08019054,14,2026,15,91.68
08019054,14,2026,18,87.9
08019054,7,2026,5,1.67
08019054,7,2026,24,2.64
08019054,8,2026,1,23.68
08019054,8,2026,12,17.88
08019054,8,2026,16,11.49
08019054,8,2026,17,12.54
08019054,8,2026,23,26.18
08019057,12,2026,2,16.07
08019057,12,2026,22,21.57
08019057,14,2026,4,55.24
08019057,14,2026,7,44.58
08019057,14,2026,13,78.43
08019057,14,2026,21,72.29
08019057,7,2026,3,1.95
08019057,7,2026,11,5.78
08019057,7,2026,19,2.33
08019057,8,2026,8,27.36
08019057,8,2026,9,28.4
08019057,8,2026,14,12.42
08019057,8,2026,20,16.0
08019058,14,2026,5,81.71
08019058,14,2026,24,78.71
08019060,10,2026,3,21.26
08019060,10,2026,11,35.84
08019060,10,2026,19,20.3
08019060,6,2026,1,0.27
08019060,6,2026,12,0.27
08019060,6,2026,16,0.27
08019060,6,2026,17,0.27
08019060,6,2026,23,0.33
08019060,7,2026,6,2.72
08019060,7,2026,10,20.58
08019060,7,2026,15,8.23
08019060,7,2026,18,7.41
08019050,7,2026,8,7.55
08019050,7,2026,9,13.12
08019050,7,2026,14,5.49
08019050,7,2026,20,2.95
08019050,14,2026,3,42.12
08019050,14,2026,11,55.22
08019050,14,2026,19,69.35
08019044,1,2026,8,2.35
08019044,1,2026,9,2.46
08019044,1,2026,14,2.61
08019044,1,2026,20,2.22
08019043,1,2026,3,3.39
08019043,1,2026,11,3.99
08019043,1,2026,19,3.66
08019043,9,2026,8,11.3
08019043,9,2026,9,12.09
08019043,9,2026,14,10.26
08019043,9,2026,20,9.43
08019044,12,2026,1,27.01
08019044,12,2026,12,49.69
08019044,12,2026,16,35.47
08019044,12,2026,17,37.12
08019044,12,2026,23,31.19
08019004,10,2026,5,14.51
08019004,10,2026,24,21.75
08019004,12,2026,5,20.13
08019004,12,2026,24,28.15
08019042,12,2026,5,16.42
08019042,12,2026,24,19.16
08019042,7,2026,2,1.81
08019042,7,2026,22,1.31
08019043,6,2026,6,0.21
08019043,6,2026,10,0.34
08019043,6,2026,15,0.23
08019043,6,2026,18,0.24
08019054,10,2026,1,16.8
08019054,1,2026,3,2.27
08019054,1,2026,11,2.53
08019054,1,2026,19,2.29
08019057,1,2026,1,1.45
08019057,1,2026,12,1.79
08019057,1,2026,16,1.72
08019057,1,2026,17,1.59
08019057,1,2026,23,1.42
08019057,9,2026,1,8.56
08019057,9,2026,12,9.31
08019057,9,2026,16,7.47
08019057,9,2026,17,7.29
08019057,9,2026,23,8.11
08019058,7,2026,8,1.05
08019058,7,2026,9,1.24
08019058,7,2026,14,1.61
08019058,7,2026,20,1.19
08019060,14,2026,8,26.59
08019060,14,2026,9,27.2
08019060,14,2026,14,70.02
08019060,14,2026,20,61.71
08019060,8,2026,3,22.41
08019060,8,2026,11,32.18
08019060,8,2026,19,26.68
08019043,7,2026,2,2.4
08019043,7,2026,22,3.22
08019050,12,2026,8,39.82
08019050,12,2026,9,53.84
08019050,12,2026,14,28.71
08019050,12,2026,20,26.81
08019060,12,2026,5,22.99
08019060,12,2026,24,39.36
08019057,6,2026,6,0.28
08019057,6,2026,10,0.41
08019057,6,2026,15,0.28
08019057,6,2026,18,0.29
08019057,1,2025,2,1.52
08019057,1,2025,22,1.54
08019058,7,2025,8,1.28
08019058,7,2025,9,1.44
08019058,7,2025,14,2.15
08019058,7,2025,20,1.43
08019058,14,2025,3,75.57
08019058,14,2025,11,68.22
08019058,14,2025,19,76.55
08019057,14,2025,8,42.83
08019057,14,2025,9,43.88
08019057,14,2025,20,70.22
08019057,12,2025,3,11.11
08019057,12,2025,11,25.52
08019057,12,2025,19,18.22
08019054,7,2025,3,2.59
08019054,7,2025,11,4.57
08019054,7,2025,19,3.38
08019050,12,2025,2,25.16
08019050,12,2025,22,27.78
08019044,8,2025,3,18.3
08019044,8,2025,11,29.77
08019044,8,2025,19,28.23
08019044,1,2025,3,1.95
08019044,1,2025,11,2.1
08019044,1,2025,19,2.05
08019044,12,2025,6,25.66
08019044,12,2025,10,56.81
08019044,12,2025,15,33.1
08019044,12,2025,18,38.38
08019054,12,2025,4,17.77
08019054,12,2025,7,29.0
08019054,12,2025,13,18.63
08019054,12,2025,21,30.46
08019043,14,2025,16,74.63
08019043,14,2025,17,73.35
08019043,14,2025,23,54.53
08019004,7,2025,6,1.9
08019004,7,2025,10,13.75
08019004,7,2025,15,3.04
08019004,7,2025,18,2.48
08019004,12,2025,8,39.79
08019004,12,2025,9,50.35
08019004,12,2025,14,21.64
08019004,12,2025,20,28.29
08019043,7,2025,4,3.41
08019043,7,2025,7,6.49
08019043,7,2025,13,9.82
08019043,7,2025,21,6.83
08019054,1,2025,1,2.09
08019054,1,2025,12,2.3
08019054,1,2025,16,2.27
08019054,1,2025,17,2.25
08019054,1,2025,23,2.05
08019004,8,2025,5,19.26
08019004,8,2025,24,24.51
08019058,8,2025,6,3.66
08019058,8,2025,10,8.62
08019058,8,2025,15,9.49
08019058,8,2025,18,9.05
08019043,6,2025,4,0.23
08019043,6,2025,7,0.25
08019043,6,2025,13,0.25
08019043,6,2025,21,0.34
08019058,10,2025,8,14.44
08019058,10,2025,9,16.45
08019058,10,2025,14,18.93
08019058,10,2025,20,19.87
08019057,10,2025,2,13.58
08019057,10,2025,22,15.41
08019042,12,2025,3,17.51
08019042,12,2025,11,29.68
08019042,12,2025,19,18.68
08019042,7,2025,2,2.07
08019042,7,2025,22,2.14
08019042,8,2025,1,18.63
08019042,8,2025,12,18.21
08019042,8,2025,16,12.09
08019042,8,2025,17,12.75
08019042,8,2025,23,21.62
08019044,14,2025,4,50.58
08019044,14,2025,7,43.55
08019044,14,2025,13,57.69
08019044,14,2025,21,55.98
08019044,7,2025,1,3.9
08019044,7,2025,12,11.24
08019044,7,2025,16,7.24
08019044,7,2025,17,7.22
08019044,7,2025,23,5.73
08019050,14,2025,5,36.47
08019050,14,2025,24,47.84
08019050,7,2025,5,2.18
08019050,7,2025,24,3.0
08019050,8,2025,8,27.63
08019050,8,2025,9,33.15
08019050,8,2025,14,17.7
08019050,8,2025,20,23.85
08019054,10,2025,2,15.72
08019054,10,2025,22,19.46
08019054,14,2025,4,52.96
08019054,14,2025,7,44.62
08019054,14,2025,13,76.01
08019054,14,2025,21,64.82
08019054,8,2025,6,17.18
08019054,8,2025,10,20.44
08019054,8,2025,15,12.13
08019054,8,2025,18,15.15
08019057,14,2025,14,78.02
08019057,7,2025,8,5.2
08019057,7,2025,9,10.58
08019057,7,2025,14,2.4
08019057,7,2025,20,2.13
08019057,8,2025,6,10.46
08019057,8,2025,10,22.14
08019057,8,2025,15,11.19
08019057,8,2025,18,13.61
08019057,9,2025,8,9.31
08019057,9,2025,9,10.21
08019057,9,2025,14,9.2
08019057,9,2025,20,8.15
08019058,12,2025,5,5.05
08019058,12,2025,24,10.48
08019043,14,2025,1,51.13
08019043,14,2025,12,58.58
08019060,10,2025,5,17.55
08019060,10,2025,24,25.24
08019060,14,2025,2,22.46
08019060,14,2025,22,21.66
08019060,6,2025,1,0.29
08019060,6,2025,12,0.25
08019060,6,2025,16,0.29
08019060,6,2025,17,0.3
08019060,6,2025,23,0.43
08019060,1,2025,8,2.75
08019060,1,2025,9,2.89
08019060,1,2025,14,2.73
08019060,1,2025,20,2.84
08019057,14,2024,2,55.44
08019057,14,2024,22,60.26
08019044,8,2024,1,23.61
08019044,8,2024,12,30.61
08019044,8,2024,16,25.45
08019044,8,2024,17,26.37
08019044,8,2024,23,27.77
08019054,12,2024,4,19.03
08019054,12,2024,7,30.17
08019054,12,2024,13,20.43
08019054,12,2024,21,32.93
08019044,7,2024,1,6.0
08019044,7,2024,12,15.27
08019044,7,2024,16,9.27
08019044,7,2024,17,9.36
08019044,7,2024,23,7.69
08019057,10,2024,4,12.21
08019057,10,2024,7,13.16
08019057,10,2024,13,19.68
08019057,10,2024,21,16.04
08019043,8,2024,6,24.87
08019043,8,2024,10,41.59
08019043,8,2024,15,29.01
08019043,8,2024,18,32.92
08019004,12,2024,5,21.54
08019004,12,2024,24,34.49
08019004,7,2024,6,2.26
08019004,7,2024,10,14.77
08019004,7,2024,15,3.53
08019004,7,2024,18,3.1
08019004,10,2024,1,18.52
08019004,10,2024,12,28.59
08019004,10,2024,16,21.77
08019004,10,2024,17,24.38
08019004,10,2024,23,20.95
08019043,10,2024,4,17.06
08019043,10,2024,7,17.87
08019043,10,2024,13,25.01
08019043,10,2024,21,23.09
08019054,1,2024,1,1.36
08019054,1,2024,12,1.69
08019054,1,2024,16,1.65
08019054,1,2024,17,1.61
08019054,1,2024,23,1.38
08019044,14,2024,8,35.98
08019044,14,2024,9,34.64
08019044,14,2024,14,61.4
08019044,14,2024,20,57.63
08019050,8,2024,6,20.11
08019050,8,2024,10,34.17
08019050,8,2024,15,19.01
08019050,8,2024,18,22.27
08019050,12,2024,2,29.88
08019050,12,2024,22,31.04
08019004,8,2024,3,22.17
08019004,8,2024,11,26.78
08019004,8,2024,19,22.5
08019042,12,2024,2,21.27
08019042,12,2024,22,27.97
08019042,7,2024,2,2.82
08019042,7,2024,22,3.57
08019042,8,2024,6,15.52
08019042,8,2024,10,27.47
08019042,8,2024,15,13.42
08019042,8,2024,18,15.39
08019043,14,2024,5,42.56
08019043,14,2024,24,46.5
08019043,6,2024,2,0.27
08019043,6,2024,22,0.43
08019043,9,2024,3,10.11
08019043,9,2024,11,11.25
08019043,9,2024,19,9.56
08019044,12,2024,6,27.87
08019044,12,2024,10,64.45
08019044,12,2024,15,37.24
08019044,12,2024,18,40.22
08019044,1,2024,1,1.7
08019044,1,2024,12,1.99
08019044,1,2024,16,1.88
08019044,1,2024,17,1.85
08019044,1,2024,23,1.71
08019050,14,2024,1,40.89
08019050,14,2024,12,51.51
08019050,14,2024,16,67.13
08019050,14,2024,17,66.68
08019050,14,2024,23,47.56
08019050,7,2024,5,2.73
08019050,7,2024,24,4.96
08019054,10,2024,6,13.61
08019054,10,2024,10,19.74
08019054,10,2024,15,20.92
08019054,10,2024,18,21.33
08019054,14,2024,8,39.7
08019054,14,2024,9,43.99
08019054,14,2024,14,76.52
08019054,14,2024,20,66.46
08019054,8,2024,2,20.15
08019054,8,2024,22,27.38
08019054,9,2024,1,9.15
08019054,9,2024,12,8.72
08019054,9,2024,16,9.28
08019054,9,2024,17,9.26
08019054,9,2024,23,10.4
08019057,12,2024,5,10.56
08019057,12,2024,24,20.21
08019057,1,2024,2,1.88
08019057,1,2024,22,1.94
08019057,6,2024,3,0.26
08019057,6,2024,11,0.3
08019057,6,2024,19,0.29
08019057,7,2024,2,1.34
08019057,7,2024,22,2.95
08019057,8,2024,2,13.19
08019057,8,2024,22,21.08
08019057,9,2024,5,7.67
08019057,9,2024,24,9.02
