data,no2_mitja,no2_max,temperatura,humitat,precipitacio,vent_velocitat,vent_max,pressio,dia_setmana_num,es_cap_setmana,mes,any_,hores_amb_dada,no2_lag1,no2_lag2,no2_lag7,no2_mm3,no2_mm7,vent_lag1,precip_lag1,dia_any_sin,dia_any_cos
2024-05-16,37.33,67.0,15.06,83.92,2.9,6.66,16.6,1005.17,4,False,5,2024,24,36.5,26.54,38.21,34.4,40.02,7.2,9.1,0.7056,-0.7086
2024-05-17,39.29,77.0,15.87,88.05,0.0,6.29,14.0,1006.56,5,False,5,2024,21,37.33,36.5,49.67,33.46,39.89,6.66,2.9,0.6933,-0.7207
2024-05-18,23.46,36.0,16.05,89.79,2.1,8.82,17.3,1008.52,6,True,5,2024,24,39.29,37.33,37.13,37.71,38.41,6.29,0.0,0.6808,-0.7325
2024-05-19,21.79,39.0,16.5,88.63,0.0,8.28,16.4,1008.13,0,True,5,2024,24,23.46,39.29,51.92,33.36,36.46,8.82,2.1,0.6681,-0.7441
2024-05-20,22.42,46.0,17.95,76.33,0.1,8.51,20.0,1006.48,1,False,5,2024,24,21.79,23.46,40.17,28.18,32.15,8.28,0.0,0.6552,-0.7555
2024-05-21,27.58,57.0,16.59,83.5,1.1,7.14,16.3,1009.96,2,False,5,2024,24,22.42,21.79,26.54,22.56,29.62,8.51,0.1,0.6421,-0.7667
2024-05-22,25.96,48.0,16.89,83.08,6.6,9.65,20.6,1013.42,3,False,5,2024,24,27.58,22.42,36.5,23.93,29.77,7.14,1.1,0.6288,-0.7776
2024-05-23,25.79,53.0,16.88,78.92,0.0,8.8,17.6,1015.23,4,False,5,2024,24,25.96,27.58,37.33,25.32,28.26,9.65,6.6,0.6153,-0.7883
2024-05-24,25.08,51.0,17.06,72.54,1.0,8.86,19.2,1015.6,5,False,5,2024,24,25.79,25.96,39.29,26.44,26.61,8.8,0.0,0.6016,-0.7988
2024-05-25,29.33,68.0,17.35,77.21,0.0,8.13,19.1,1014.9,6,True,5,2024,24,25.08,25.79,23.46,25.61,24.58,8.86,1.0,0.5878,-0.809
2024-05-26,25.67,60.0,18.36,81.0,0.0,7.29,15.5,1014.74,0,True,5,2024,24,29.33,25.08,21.79,26.73,25.42,8.13,0.0,0.5738,-0.819
2024-05-27,21.21,56.0,19.32,81.33,0.0,10.67,20.6,1015.39,1,False,5,2024,24,25.67,29.33,22.42,26.69,25.98,7.29,0.0,0.5596,-0.8288
2024-05-28,27.67,62.0,19.47,77.0,0.0,10.2,21.3,1016.8,2,False,5,2024,24,21.21,25.67,27.58,25.4,25.8,10.67,0.0,0.5452,-0.8383
2024-05-29,26.96,36.0,19.69,80.38,0.0,7.45,19.1,1014.27,3,False,5,2024,24,27.67,21.21,25.96,24.85,25.82,10.2,0.0,0.5307,-0.8475
2024-05-30,24.79,59.0,20.33,81.04,0.0,9.64,20.3,1009.3,4,False,5,2024,24,26.96,27.67,25.79,25.28,25.96,7.45,0.0,0.5161,-0.8566
2024-06-04,18.68,29.0,20.31,71.16,0.5,10.44,21.7,1012.53,2,False,6,2024,19,24.79,26.96,25.08,26.47,25.82,9.64,0.0,0.4405,-0.8977
2024-06-05,20.04,33.0,21.08,76.04,0.0,10.57,25.3,1013.67,3,False,6,2024,24,18.68,24.79,29.33,23.48,24.9,10.44,0.5,0.425,-0.9052
2024-06-06,34.25,61.0,23.03,62.29,0.0,10.02,22.5,1014.5,4,False,6,2024,24,20.04,18.68,25.67,21.17,23.57,10.57,0.0,0.4094,-0.9124
2024-06-07,42.14,84.0,22.67,56.43,0.0,9.44,16.1,1014.39,5,False,6,2024,21,34.25,20.04,21.21,24.32,24.8,10.02,0.0,0.3936,-0.9193
2024-06-08,21.63,46.0,23.5,54.33,0.0,20.37,32.4,1006.99,6,True,6,2024,24,42.14,34.25,27.67,32.14,27.79,9.44,0.0,0.3777,-0.9259
2024-06-09,23.33,75.0,21.28,74.0,7.1,10.04,20.8,1002.86,0,True,6,2024,24,21.63,42.14,26.96,32.67,26.93,20.37,0.0,0.3617,-0.9323
2024-06-10,26.25,52.0,20.12,76.71,3.3,10.66,18.2,1008.5,1,False,6,2024,24,23.33,21.63,24.79,29.03,26.41,10.04,7.1,0.3456,-0.9384
2024-06-11,27.88,50.0,18.46,84.13,21.4,7.68,15.5,1011.57,2,False,6,2024,24,26.25,23.33,18.68,23.74,26.62,10.66,3.3,0.3294,-0.9442
2024-06-12,26.42,51.0,18.27,80.92,11.5,8.43,20.6,1014.32,3,False,6,2024,24,27.88,26.25,20.04,25.82,27.93,7.68,21.4,0.3131,-0.9497
2024-06-13,18.79,39.0,18.17,77.5,0.4,12.09,26.1,1016.75,4,False,6,2024,24,26.42,27.88,34.25,26.85,28.84,8.43,11.5,0.2967,-0.955
2024-06-14,24.71,41.0,20.66,81.71,0.2,10.62,22.0,1012.29,5,False,6,2024,24,18.79,26.42,42.14,24.36,26.63,12.09,0.4,0.2802,-0.9599
2024-06-15,20.21,49.0,20.04,77.88,0.0,10.64,21.1,1009.92,6,True,6,2024,24,24.71,18.79,21.63,23.31,24.14,10.62,0.2,0.2637,-0.9646
2024-06-16,24.92,51.0,19.35,77.46,0.0,7.75,16.0,1011.51,0,True,6,2024,24,20.21,24.71,23.33,21.24,23.94,10.64,0.0,0.247,-0.969
2024-06-17,27.46,51.0,20.99,80.33,0.0,8.58,21.0,1010.65,1,False,6,2024,24,24.92,20.21,26.25,23.28,24.17,7.75,0.0,0.2303,-0.9731
2024-06-18,20.85,51.0,22.05,79.05,0.0,10.49,21.0,1009.69,2,False,6,2024,20,27.46,24.92,27.88,24.2,24.34,8.58,0.0,0.2135,-0.9769
2024-06-19,26.17,57.0,21.98,81.33,0.5,9.25,17.1,1009.33,3,False,6,2024,24,20.85,27.46,26.42,24.41,23.34,10.49,0.0,0.1967,-0.9805
2024-06-20,28.46,69.0,21.52,83.88,12.2,12.09,23.5,1012.27,4,False,6,2024,24,26.17,20.85,18.79,24.83,23.3,9.25,0.5,0.1798,-0.9837
2024-06-21,24.58,45.0,20.92,77.96,0.0,8.94,19.8,1014.97,5,False,6,2024,24,28.46,26.17,24.71,25.16,24.68,12.09,12.2,0.1628,-0.9867
2024-06-22,20.17,43.0,20.79,82.83,1.4,10.83,24.0,1015.8,6,True,6,2024,24,24.58,28.46,20.21,26.4,24.66,8.94,0.0,0.1458,-0.9893
2024-06-23,19.08,58.0,20.85,78.29,2.4,8.92,20.0,1013.14,0,True,6,2024,24,20.17,24.58,24.92,24.4,24.66,10.83,1.4,0.1287,-0.9917
2024-06-24,13.96,24.0,21.79,75.58,1.3,8.87,18.2,1011.3,1,False,6,2024,24,19.08,20.17,27.46,21.28,23.82,8.92,2.4,0.1117,-0.9937
2024-06-25,20.58,43.0,22.31,76.04,0.0,11.47,23.0,1009.07,2,False,6,2024,24,13.96,19.08,20.85,17.74,21.9,8.87,1.3,0.0945,-0.9955
2024-06-26,22.75,40.0,22.64,77.75,0.0,9.79,20.8,1009.17,3,False,6,2024,24,20.58,13.96,26.17,17.87,21.86,11.47,0.0,0.0774,-0.997
2024-06-27,33.17,83.0,23.48,69.17,0.0,7.16,13.3,1010.19,4,False,6,2024,24,22.75,20.58,28.46,19.1,21.37,9.79,0.0,0.0602,-0.9982
2024-06-28,42.5,82.0,24.84,56.5,0.0,11.15,21.3,1011.58,5,False,6,2024,24,33.17,22.75,24.58,25.5,22.04,7.16,0.0,0.043,-0.9991
2024-06-29,17.04,30.0,23.54,71.88,3.9,13.78,22.3,1008.24,6,True,6,2024,24,42.5,33.17,20.17,32.81,24.6,11.15,0.0,0.0258,-0.9997
2024-06-30,12.63,34.0,22.39,74.17,0.0,10.2,15.0,1011.69,0,True,6,2024,24,17.04,42.5,19.08,30.9,24.15,13.78,3.9,0.0086,-1.0
2024-07-01,30.58,61.0,21.28,85.38,11.8,5.72,14.2,1013.3,1,False,7,2024,24,12.63,17.04,13.96,24.06,23.23,10.2,0.0,-0.0086,-1.0
2024-07-02,29.75,46.0,20.91,83.5,0.1,9.41,19.2,1013.72,2,False,7,2024,24,30.58,12.63,20.58,20.08,25.61,5.72,11.8,-0.0258,-0.9997
2024-07-03,24.54,45.0,21.25,83.13,2.1,9.91,17.2,1010.9,3,False,7,2024,24,29.75,30.58,22.75,24.32,26.92,9.41,0.1,-0.043,-0.9991
2024-07-04,28.5,45.0,21.81,80.0,0.0,7.91,14.5,1012.01,4,False,7,2024,22,24.54,29.75,33.17,28.29,27.17,9.91,2.1,-0.0602,-0.9982
2024-07-05,28.08,48.0,22.82,79.71,0.0,7.3,15.4,1011.57,5,False,7,2024,24,28.5,24.54,42.5,27.6,26.51,7.91,0.0,-0.0774,-0.997
2024-07-06,21.46,54.0,23.58,76.88,0.0,9.88,24.0,1007.3,6,True,7,2024,24,28.08,28.5,17.04,27.04,24.45,7.3,0.0,-0.0945,-0.9955
2024-07-07,15.0,25.0,23.5,70.5,0.3,11.46,23.8,1010.3,0,True,7,2024,24,21.46,28.08,12.63,26.01,25.08,9.88,0.0,-0.1117,-0.9937
2024-07-08,22.71,42.0,23.7,76.04,0.0,10.25,23.6,1012.52,1,False,7,2024,24,15.0,21.46,30.58,21.51,25.42,11.46,0.3,-0.1287,-0.9917
2024-07-09,27.58,42.0,24.3,74.42,0.0,9.93,21.7,1012.55,2,False,7,2024,24,22.71,15.0,29.75,19.72,24.29,10.25,0.0,-0.1458,-0.9893
2024-07-10,34.17,85.0,25.09,72.92,0.0,8.73,19.8,1013.32,3,False,7,2024,24,27.58,22.71,24.54,21.76,23.98,9.93,0.0,-0.1628,-0.9867
2024-07-11,36.71,69.0,26.41,72.21,0.0,9.21,20.0,1012.95,4,False,7,2024,24,34.17,27.58,28.5,28.15,25.36,8.73,0.0,-0.1798,-0.9837
2024-07-12,27.79,42.0,25.14,75.67,0.2,10.05,20.8,1010.34,5,False,7,2024,24,36.71,34.17,28.08,32.82,26.53,9.21,0.0,-0.1967,-0.9805
2024-07-13,20.17,39.0,23.45,73.42,1.8,8.64,14.0,1010.72,6,True,7,2024,24,27.79,36.71,21.46,32.89,26.49,10.05,0.2,-0.2135,-0.9769
2024-07-14,13.5,22.0,24.6,72.38,0.0,12.24,26.0,1009.46,0,True,7,2024,24,20.17,27.79,15.0,28.22,26.3,8.64,1.8,-0.2303,-0.9731
2024-07-15,20.63,32.0,25.49,77.83,0.1,11.22,24.2,1009.24,1,False,7,2024,24,13.5,20.17,22.71,20.49,26.09,12.24,0.0,-0.247,-0.969
2024-07-16,27.29,58.0,25.57,74.42,0.0,7.9,16.9,1012.6,2,False,7,2024,24,20.63,13.5,27.58,18.1,25.79,11.22,0.1,-0.2637,-0.9646
2024-07-17,39.38,84.0,25.09,63.08,0.0,9.73,20.0,1015.02,3,False,7,2024,24,27.29,20.63,34.17,20.47,25.75,7.9,0.0,-0.2802,-0.9599
2024-07-18,31.75,65.0,25.36,64.55,0.0,9.52,23.5,1014.94,4,False,7,2024,20,39.38,27.29,36.71,29.1,26.5,9.73,0.0,-0.2967,-0.955
2024-07-19,30.96,59.0,26.7,70.04,0.0,9.84,20.6,1013.91,5,False,7,2024,24,31.75,39.38,27.79,32.81,25.79,9.52,0.0,-0.3131,-0.9497
2024-07-20,19.67,30.0,26.59,69.58,0.0,11.31,20.3,1007.65,6,True,7,2024,24,30.96,31.75,20.17,34.03,26.24,9.84,0.0,-0.3294,-0.9442
2024-07-21,22.04,51.0,24.22,78.58,13.3,11.16,23.2,1006.69,0,True,7,2024,24,19.67,30.96,13.5,27.46,26.17,11.31,0.0,-0.3456,-0.9384
2024-07-22,23.17,43.0,24.3,66.75,0.0,9.55,20.7,1014.37,1,False,7,2024,24,22.04,19.67,20.63,24.22,27.39,11.16,13.3,-0.3617,-0.9323
2024-07-23,35.38,76.0,24.58,71.83,0.0,7.95,17.8,1016.15,2,False,7,2024,24,23.17,22.04,27.29,21.63,27.75,9.55,0.0,-0.3777,-0.9259
2024-07-24,39.67,71.0,25.86,72.79,0.0,8.68,20.2,1014.17,3,False,7,2024,24,35.38,23.17,39.38,26.86,28.91,7.95,0.0,-0.3936,-0.9193
2024-07-25,26.79,50.0,25.29,74.96,0.0,9.07,19.8,1010.11,4,False,7,2024,24,39.67,35.38,31.75,32.74,28.95,8.68,0.0,-0.4094,-0.9124
2024-07-26,30.88,74.0,26.41,67.71,0.0,8.5,18.2,1009.1,5,False,7,2024,24,26.79,39.67,30.96,33.95,28.24,9.07,0.0,-0.425,-0.9052
2024-07-27,29.13,60.0,26.1,63.13,0.0,7.88,17.9,1010.82,6,True,7,2024,24,30.88,26.79,19.67,32.45,28.23,8.5,0.0,-0.4405,-0.8977
2024-07-28,15.88,31.0,26.79,65.46,0.0,10.51,18.7,1015.03,0,True,7,2024,24,29.13,30.88,22.04,28.93,29.58,7.88,0.0,-0.4559,-0.89
2024-07-29,50.08,105.0,27.9,52.92,0.0,8.5,16.6,1014.47,1,False,7,2024,24,15.88,29.13,23.17,25.3,28.7,10.51,0.0,-0.4712,-0.882
2024-07-30,48.33,98.0,29.33,43.08,0.0,9.97,21.7,1012.28,2,False,7,2024,24,50.08,15.88,35.38,31.7,32.54,8.5,0.0,-0.4863,-0.8738
2024-07-31,48.5,93.0,29.78,33.5,0.0,9.64,21.1,1010.05,3,False,7,2024,24,48.33,50.08,39.67,38.1,34.39,9.97,0.0,-0.5012,-0.8653
2024-08-01,38.83,76.0,27.85,62.25,0.0,7.56,15.0,1009.41,4,False,8,2024,24,48.5,48.33,26.79,48.97,35.66,9.64,0.0,-0.5161,-0.8566
2024-08-02,27.52,53.0,28.7,60.48,0.0,6.9,17.8,1007.38,5,False,8,2024,21,38.83,48.5,30.88,45.22,37.38,7.56,0.0,-0.5307,-0.8475
2024-08-03,18.5,35.0,26.9,63.63,0.0,8.98,19.1,1009.34,6,True,8,2024,24,27.52,38.83,29.13,38.28,36.9,6.9,0.0,-0.5452,-0.8383
2024-08-04,20.29,63.0,27.09,68.46,0.2,9.97,24.2,1011.16,0,True,8,2024,24,18.5,27.52,15.88,28.28,35.38,8.98,0.0,-0.5596,-0.8288
2024-08-05,18.25,37.0,26.9,72.75,0.0,9.88,20.3,1009.8,1,False,8,2024,24,20.29,18.5,50.08,22.1,36.01,9.97,0.2,-0.5738,-0.819
2024-08-06,25.33,79.0,27.45,71.96,0.0,10.01,19.5,1008.46,2,False,8,2024,24,18.25,20.29,48.33,19.01,31.46,9.88,0.0,-0.5878,-0.809
2024-08-07,30.13,72.0,27.03,73.71,0.0,7.99,18.0,1009.85,3,False,8,2024,24,25.33,18.25,48.5,21.29,28.17,10.01,0.0,-0.6016,-0.7988
2024-08-08,30.96,62.0,27.15,68.92,0.0,7.76,16.6,1012.26,4,False,8,2024,24,30.13,25.33,38.83,24.57,25.55,7.99,0.0,-0.6153,-0.7883
2024-08-09,37.71,79.0,27.47,65.17,0.0,8.62,16.3,1014.55,5,False,8,2024,24,30.96,30.13,27.52,28.81,24.43,7.76,0.0,-0.6288,-0.7776
2024-08-10,25.71,50.0,28.27,55.75,0.0,7.87,15.1,1015.2,6,True,8,2024,24,37.71,30.96,18.5,32.93,25.88,8.62,0.0,-0.6421,-0.7667
2024-08-11,12.29,37.0,26.97,68.58,0.0,9.89,18.3,1013.01,0,True,8,2024,24,25.71,37.71,20.29,31.46,26.91,7.87,0.0,-0.6552,-0.7555
2024-08-12,18.54,54.0,26.72,78.29,0.0,8.43,18.1,1009.89,1,False,8,2024,24,12.29,25.71,18.25,25.24,25.77,9.89,0.0,-0.6681,-0.7441
2024-08-13,23.33,41.0,25.72,81.5,3.3,5.07,13.0,1007.75,2,False,8,2024,24,18.54,12.29,25.33,18.85,25.81,8.43,0.0,-0.6808,-0.7325
2024-08-14,22.83,49.0,24.32,78.21,19.3,7.53,14.6,1008.72,3,False,8,2024,24,23.33,18.54,30.13,18.05,25.52,5.07,3.3,-0.6933,-0.7207
2024-08-15,17.46,40.0,23.6,77.17,1.8,6.2,11.5,1012.58,4,False,8,2024,24,22.83,23.33,30.96,21.57,24.48,7.53,19.3,-0.7056,-0.7086
2024-08-16,24.83,38.0,23.91,77.33,0.1,6.1,12.1,1013.34,5,False,8,2024,24,17.46,22.83,37.71,21.21,22.55,6.2,1.8,-0.7177,-0.6964
2024-08-17,16.58,24.0,25.46,75.33,0.3,8.84,22.3,1011.8,6,True,8,2024,24,24.83,17.46,25.71,21.71,20.71,6.1,0.1,-0.7296,-0.6839
2024-08-18,18.08,58.0,23.67,83.96,5.3,9.7,23.9,1009.95,0,True,8,2024,24,16.58,24.83,12.29,19.62,19.41,8.84,0.3,-0.7412,-0.6713
2024-08-19,20.63,31.0,24.1,79.13,1.0,9.17,20.2,1010.24,1,False,8,2024,24,18.08,16.58,18.54,19.83,20.24,9.7,5.3,-0.7527,-0.6584
2024-08-20,21.15,29.0,24.11,76.9,0.0,7.77,18.7,1010.5,2,False,8,2024,20,20.63,18.08,23.33,18.43,20.53,9.17,1.0,-0.7639,-0.6453
2024-08-21,22.42,36.0,25.13,71.58,0.9,10.4,23.9,1013.48,3,False,8,2024,24,21.15,20.63,22.83,19.95,20.22,7.77,0.0,-0.7749,-0.6321
2024-08-22,17.25,29.0,26.01,77.17,0.0,8.2,22.4,1011.19,4,False,8,2024,24,22.42,21.15,17.46,21.4,20.16,10.4,0.9,-0.7856,-0.6187
2024-08-23,18.17,42.0,26.48,77.04,0.0,8.54,17.8,1011.7,5,False,8,2024,24,17.25,22.42,24.83,20.27,20.13,8.2,0.0,-0.7962,-0.6051
2024-08-24,17.79,39.0,26.24,77.75,0.0,9.23,20.7,1011.71,6,True,8,2024,24,18.17,17.25,16.58,19.28,19.18,8.54,0.0,-0.8065,-0.5913
2024-08-25,14.0,47.0,25.9,69.25,0.3,9.63,19.9,1014.48,0,True,8,2024,24,17.79,18.17,18.08,17.74,19.36,9.23,0.0,-0.8165,-0.5773
2024-08-26,21.0,43.0,25.5,68.96,0.5,10.12,22.0,1014.21,1,False,8,2024,24,14.0,17.79,20.63,16.65,18.77,9.63,0.3,-0.8264,-0.5632
2024-08-27,15.42,30.0,25.73,72.88,1.3,8.67,22.2,1012.31,2,False,8,2024,24,21.0,14.0,21.15,17.6,18.83,10.12,0.5,-0.8359,-0.5488
2024-08-28,27.33,47.0,25.64,75.42,1.4,7.7,15.8,1012.77,3,False,8,2024,24,15.42,21.0,22.42,16.81,18.01,8.67,1.3,-0.8452,-0.5344
2024-08-29,19.75,31.0,24.91,76.54,0.1,7.37,15.6,1014.03,4,False,8,2024,24,27.33,15.42,17.25,21.25,18.71,7.7,1.4,-0.8543,-0.5197
2024-08-30,31.67,52.0,24.52,73.54,0.0,6.98,15.0,1013.61,5,False,8,2024,24,19.75,27.33,18.17,20.83,19.07,7.37,0.1,-0.8631,-0.505
2024-08-31,20.63,38.0,25.55,71.21,0.0,7.0,17.1,1013.07,6,True,8,2024,24,31.67,19.75,17.79,26.25,20.99,6.98,0.0,-0.8717,-0.49
2024-09-01,15.88,26.0,25.23,64.92,0.3,6.8,15.3,1010.83,0,True,9,2024,24,20.63,31.67,14.0,24.02,21.4,7.0,0.0,-0.88,-0.475
2024-09-02,32.16,54.0,24.71,69.05,0.0,7.38,15.2,1010.11,1,False,9,2024,19,15.88,20.63,21.0,22.73,21.67,6.8,0.3,-0.8881,-0.4597
2024-09-03,40.58,64.0,23.74,74.29,3.8,5.06,16.9,1011.09,2,False,9,2024,24,32.16,15.88,15.42,22.89,23.26,7.38,0.0,-0.8958,-0.4444
2024-09-04,32.96,56.0,20.47,84.54,26.4,5.41,11.4,1010.58,3,False,9,2024,24,40.58,32.16,27.33,29.54,26.86,5.06,3.8,-0.9034,-0.4289
2024-09-05,25.79,64.0,20.33,76.67,0.1,7.95,17.4,1008.11,4,False,9,2024,24,32.96,40.58,19.75,35.23,27.66,5.41,26.4,-0.9106,-0.4133
2024-09-06,26.79,47.0,22.46,78.5,3.5,10.96,25.5,1005.75,5,False,9,2024,24,25.79,32.96,31.67,33.11,28.52,7.95,0.1,-0.9176,-0.3975
2024-09-07,22.17,47.0,24.03,82.13,1.2,9.53,20.0,1005.77,6,True,9,2024,24,26.79,25.79,20.63,28.51,27.83,10.96,3.5,-0.9243,-0.3817
2024-09-08,21.04,35.0,22.42,83.63,8.2,8.02,14.8,1007.97,0,True,9,2024,24,22.17,26.79,15.88,24.92,28.05,9.53,1.2,-0.9307,-0.3657
2024-09-09,32.63,70.0,21.78,74.33,0.3,9.05,16.7,1011.1,1,False,9,2024,24,21.04,22.17,32.16,23.33,28.78,8.02,8.2,-0.9369,-0.3496
2024-09-10,28.17,56.0,21.44,76.83,0.0,9.84,18.0,1012.8,2,False,9,2024,24,32.63,21.04,40.58,25.28,28.85,9.05,0.3,-0.9428,-0.3335
2024-09-11,21.83,66.0,20.39,77.29,0.0,7.75,15.5,1011.48,3,False,9,2024,24,28.17,32.63,32.96,27.28,27.08,9.84,0.0,-0.9484,-0.3172
2024-09-12,29.75,45.0,19.37,83.46,17.0,10.27,24.8,1009.92,4,False,9,2024,24,21.83,28.17,25.79,27.54,25.49,7.75,0.0,-0.9537,-0.3008
2024-09-13,33.13,63.0,17.7,76.29,0.1,8.03,19.2,1016.16,5,False,9,2024,24,29.75,21.83,26.79,26.58,26.05,10.27,17.0,-0.9587,-0.2844
2024-09-14,24.67,49.0,18.15,65.83,0.0,8.5,19.9,1019.45,6,True,9,2024,24,33.13,29.75,22.17,28.24,26.96,8.03,0.1,-0.9635,-0.2678
2024-09-15,28.71,56.0,19.0,63.33,0.0,7.36,14.0,1015.0,0,True,9,2024,24,24.67,33.13,21.04,29.18,27.32,8.5,0.0,-0.9679,-0.2512
2024-09-16,48.33,106.0,19.93,57.71,0.0,7.73,14.0,1012.04,1,False,9,2024,24,28.71,24.67,32.63,28.84,28.41,7.36,0.0,-0.9721,-0.2345
2024-09-17,43.05,96.0,18.57,63.45,1.4,9.21,21.0,1010.69,2,False,9,2024,20,48.33,28.71,28.17,33.9,30.66,7.73,0.0,-0.976,-0.2177
2024-09-18,35.42,67.0,19.35,69.08,2.7,10.82,19.1,1013.51,3,False,9,2024,24,43.05,48.33,21.83,40.03,32.78,9.21,1.4,-0.9796,-0.2009
2024-09-19,45.75,72.0,19.08,78.29,1.6,6.82,13.7,1013.18,4,False,9,2024,24,35.42,43.05,29.75,42.27,34.72,10.82,2.7,-0.9829,-0.184
2024-09-20,41.33,75.0,18.57,81.5,2.1,6.74,11.3,1014.08,5,False,9,2024,24,45.75,35.42,33.13,41.41,37.01,6.82,1.6,-0.9859,-0.1671
2024-09-21,28.42,51.0,19.7,81.58,3.2,10.57,20.2,1013.67,6,True,9,2024,24,41.33,45.75,24.67,40.83,38.18,6.74,2.1,-0.9887,-0.1501
2024-09-22,30.17,66.0,19.88,86.58,5.9,6.0,8.7,1011.3,0,True,9,2024,24,28.42,41.33,28.71,38.5,38.72,10.57,3.2,-0.9911,-0.133
2024-09-23,35.29,70.0,19.38,85.92,7.3,8.19,18.5,1010.88,1,False,9,2024,24,30.17,28.42,48.33,33.31,38.92,6.0,5.9,-0.9933,-0.1159
2024-09-24,23.29,42.0,19.96,81.38,3.7,8.71,22.0,1009.51,2,False,9,2024,24,35.29,30.17,43.05,31.29,37.06,8.19,7.3,-0.9951,-0.0988
2024-09-25,38.71,89.0,20.03,77.0,0.1,8.78,17.6,1010.0,3,False,9,2024,24,23.29,35.29,35.42,29.58,34.24,8.71,3.7,-0.9967,-0.0817
2024-09-26,36.79,66.0,23.03,73.29,0.0,11.01,24.6,1004.93,4,False,9,2024,24,38.71,23.29,45.75,32.43,34.71,8.78,0.1,-0.9979,-0.0645
2024-09-27,23.88,62.0,21.22,58.17,0.0,11.33,25.8,1008.81,5,False,9,2024,24,36.79,38.71,41.33,32.93,33.43,11.01,0.0,-0.9989,-0.0473
2024-09-28,21.04,46.0,17.18,60.21,0.0,8.02,15.8,1017.34,6,True,9,2024,24,23.88,36.79,28.42,33.13,30.94,11.33,0.0,-0.9995,-0.0301
2024-09-29,14.67,28.0,18.96,67.63,0.5,11.44,24.8,1020.05,0,True,9,2024,24,21.04,23.88,30.17,27.24,29.88,8.02,0.0,-0.9999,-0.0129
2024-09-30,29.04,86.0,19.8,77.21,0.0,9.38,21.0,1017.42,1,False,9,2024,24,14.67,21.04,35.29,19.86,27.67,11.44,0.5,-1.0,0.0043
2024-10-01,24.63,69.0,20.41,82.33,0.0,11.71,25.6,1012.53,2,False,10,2024,24,29.04,14.67,23.29,21.58,26.77,9.38,0.0,-0.9998,0.0215
2024-10-02,31.05,71.0,19.31,88.18,15.1,11.19,25.1,1006.37,3,False,10,2024,22,24.63,29.04,38.71,22.78,26.97,11.71,0.0,-0.9993,0.0387
2024-10-03,25.13,58.0,18.05,78.25,16.7,11.53,19.8,1004.79,4,False,10,2024,24,31.05,24.63,36.79,28.24,25.87,11.19,15.1,-0.9984,0.0559
2024-10-04,32.13,62.0,17.58,72.21,0.3,9.61,16.2,1009.58,5,False,10,2024,24,25.13,31.05,23.88,26.94,24.21,11.53,16.7,-0.9973,0.0731
2024-10-05,32.46,62.0,18.27,74.96,0.3,7.47,15.2,1010.34,6,True,10,2024,24,32.13,25.13,21.04,29.44,25.38,9.61,0.3,-0.9959,0.0903
2024-10-06,39.71,73.0,19.63,78.33,0.0,6.99,15.9,1006.75,0,True,10,2024,24,32.46,32.13,14.67,29.91,27.02,7.47,0.3,-0.9942,0.1074
2024-10-07,40.83,73.0,20.72,90.5,0.0,5.3,15.8,1004.4,1,False,10,2024,24,39.71,32.46,29.04,34.77,30.59,6.99,0.0,-0.9922,0.1245
2024-10-08,19.13,35.0,20.17,66.67,3.9,13.52,23.4,1003.36,2,False,10,2024,24,40.83,39.71,24.63,37.67,32.28,5.3,0.0,-0.9899,0.1415
2024-10-09,27.08,64.0,20.25,69.58,0.0,15.03,35.0,1000.69,3,False,10,2024,24,19.13,40.83,31.05,33.22,31.49,13.52,3.9,-0.9873,0.1586
2024-10-10,25.48,47.0,19.06,69.83,0.0,7.88,16.4,1004.03,4,False,10,2024,23,27.08,19.13,25.13,29.01,30.92,15.03,0.0,-0.9845,0.1755
2024-10-11,42.25,62.0,17.44,80.75,0.0,6.64,12.0,1012.12,5,False,10,2024,24,25.48,27.08,32.13,23.9,30.97,7.88,0.0,-0.9813,0.1925
2024-10-12,43.25,77.0,18.39,85.63,2.0,8.48,20.6,1011.33,6,True,10,2024,24,42.25,25.48,32.46,31.6,32.42,6.64,0.0,-0.9778,0.2093
2024-10-13,23.0,49.0,18.36,85.92,0.0,7.52,14.5,1015.11,0,True,10,2024,24,43.25,42.25,39.71,36.99,33.96,8.48,2.0,-0.9741,0.2261
2024-10-14,32.5,68.0,19.42,90.04,0.0,10.42,20.6,1014.8,1,False,10,2024,24,23.0,43.25,40.83,36.17,31.57,7.52,0.0,-0.9701,0.2428
2024-10-15,25.88,60.0,20.72,86.0,5.6,12.03,22.5,1010.6,2,False,10,2024,24,32.5,23.0,19.13,32.92,30.38,10.42,0.0,-0.9657,0.2595
2024-10-16,35.95,65.0,19.86,88.33,22.7,7.62,18.0,1007.93,3,False,10,2024,21,25.88,32.5,27.08,27.13,31.35,12.03,5.6,-0.9611,0.2761
2024-10-17,32.04,67.0,18.54,84.75,5.9,7.78,18.3,1007.69,4,False,10,2024,24,35.95,25.88,25.48,31.44,32.62,7.62,22.7,-0.9562,0.2926
2024-10-18,20.54,40.0,16.23,74.54,0.1,7.44,14.2,1013.34,5,False,10,2024,24,32.04,35.95,42.25,31.29,33.55,7.78,5.9,-0.9511,0.309
2024-10-19,27.08,67.0,15.16,80.08,0.0,5.87,10.6,1015.64,6,True,10,2024,24,20.54,32.04,43.25,29.51,30.45,7.44,0.1,-0.9456,0.3253
